3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,210706,06/07/2021,132741,CME ,0,132,22631580,3095914,1523821,3390476,512332,1528648,1566976,1435418,1536994,11701483,28168,265838,243140,21973907,21757376,657673,874204,-259082,191027,-11320,-92299,76209,23681,-68430,-189146,162847,-189478,720,-33680,-10508,-281904,-219185,22822,-39897,100,13.7,6.7,15,2.3,6.8,6.9,6.3,6.8,51.7,0.1,1.2,1.1,97.1,96.1,2.9,3.9,298,36,40,73,22,20,33,53,78,115,6,35,25,265,279,21.4,21.4,34.3,32.7,9.3,7.3,12.9,10.3,"(CONTRACTS OF $1,000,000)",132741,CME ,132,F33,Combined
3-MONTH SOFR - CHICAGO MERCANTILE EXCHANGE,210706,06/07/2021,134741,CME ,0,134,633008,119880,137743,185371,15705,7673,6649,131785,111403,154406,397,10878,9305,623498,623428,9510,9580,19571,528,-2082,5862,-1848,5339,-2043,-255,-9192,3859,-8,4349,4030,10125,10122,9446,9449,100,18.9,21.8,29.3,2.5,1.2,1.1,20.8,17.6,24.4,0.1,1.7,1.5,98.5,98.5,1.5,1.5,110,17,25,26,4,4,.,13,31,36,5,6,6,88,92,28.7,27.6,46.1,46.1,21.2,15.5,30.9,23.4,"($2,500 x Contract IMM Index)",134741,CME ,134,F33,Combined
1-MONTH SOFR - CHICAGO MERCANTILE EXCHANGE,210706,06/07/2021,134742,CME ,0,134,179591,22842,73754,19121,6713,5045,692,81437,36721,41259,5123,635,997,178184,178224,1407,1367,-40863,-5817,-9283,-17226,1957,-1490,-1316,-7503,-1661,-11110,-1048,124,-179,-42242,-42141,1379,1278,100,12.7,41.1,10.6,3.7,2.8,0.4,45.3,20.4,23,2.9,0.4,0.6,99.2,99.2,0.8,0.8,84,14,17,13,.,.,.,17,24,25,.,.,.,55,69,42.3,35.5,58.5,53.6,37.4,31.7,48.8,45.2,"($4,167 x Contract IMM Index)",134742,CME ,134,F33,Combined
10 YEAR DELIVERABLE IR - CHICAGO BOARD OF TRADE,210706,06/07/2021,246605,CBT ,0,246,105616,1050,35316,0,1639,2450,0,1552,33921,33257,68069,591,0,105567,105535,49,81,8599,0,6073,0,170,0,0,-166,-3169,5604,2981,91,0,8589,8599,10,0,100,1,33.4,0,1.6,2.3,0,1.5,32.1,31.5,64.4,0.6,0,100,99.9,0,0.1,28,.,7,0,.,4,0,.,7,.,4,.,0,10,20,91.7,91.8,99.9,96.9,64.4,60.3,68.5,65.4,"(NOTIONAL VALUE OF $100,000)",246605,CBT ,246,F33,Combined
BITCOIN - CHICAGO MERCANTILE EXCHANGE,210706,06/07/2021,133741,CME ,0,133,7138,280,117,82,517,497,0,2445,4670,538,1384,184,221,5467,6309,1671,829,134,32,-3,33,-37,-116,0,101,289,31,-5,-55,-17,138,162,-4,-28,100,3.9,1.6,1.1,7.2,7,0,34.3,65.4,7.5,19.4,2.6,3.1,76.6,88.4,23.4,11.6,70,.,.,.,4,4,0,19,25,14,11,.,.,44,43,26.9,41,41.3,54.1,25.9,41,40.3,53.1,(5 Bitcoins),133741,CME ,133,F85,Combined
MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,210706,06/07/2021,133742,CME ,0,133,16228,130,543,0,0,0,0,8448,13747,491,2483,380,155,11707,15316,4521,912,747,130,419,0,0,0,0,353,773,-186,355,-272,20,672,754,75,-7,100,0.8,3.3,0,0,0,0,52.1,84.7,3,15.3,2.3,1,72.1,94.4,27.9,5.6,83,.,.,0,0,0,0,10,8,.,56,7,.,69,19,49.9,85.9,55,90.5,48.2,85.2,52.8,88.4,(Bitcoin X $0.10),133742,CME ,133,F85,Combined
ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,210706,06/07/2021,146021,CME ,0,146,3428,70,130,0,0,120,0,1142,2625,42,977,73,44,2275,3034,1153,394,695,11,42,-43,0,39,0,6,538,14,644,11,17,649,618,46,77,100,2,3.8,0,0,3.5,0,33.3,76.6,1.2,28.5,2.1,1.3,66.4,88.5,33.6,11.5,45,.,.,0,0,.,0,13,16,.,7,.,.,24,25,35.9,47.5,47.3,62.9,35.9,47.5,47.3,62.9,(50 Index Points),146021,CME ,146,F85,Combined
U.S. DOLLAR INDEX - ICE FUTURES U.S.,210706,06/07/2021,98662,ICUS,1,98,37241,1161,12191,1,11652,3799,906,10158,16073,603,5160,1522,32,29672,35127,7569,2114,2285,-150,8637,0,-205,-801,-133,1733,-5667,-173,861,569,17,1950,2448,335,-163,100,3.1,32.7,0,31.3,10.2,2.4,27.3,43.2,1.6,13.9,4.1,0.1,79.7,94.3,20.3,5.7,110,.,.,.,9,7,.,22,23,6,31,12,.,72,49,40.1,50.9,53.9,68.9,37.8,50.9,50.6,68.7,(U.S. DOLLAR INDEX X $1000),98662,ICUS,98,F90,Combined
VIX FUTURES - CBOE FUTURES EXCHANGE,210706,06/07/2021,1.17E+04,E   ,0,117,341157,57409,19115,11162,111073,86583,35864,38847,100735,53601,5893,2176,4429,318278,313665,22879,27492,13222,4204,537,100,2322,4122,2349,2775,3699,1579,-1410,-264,-775,11144,11347,2078,1875,100,16.8,5.6,3.3,32.6,25.4,10.5,11.4,29.5,15.7,1.7,0.6,1.3,93.3,91.9,6.7,8.1,180,14,11,19,15,34,24,37,49,49,6,6,10,129,153,45,22.8,54.9,34.7,40.6,17.1,47.2,25.9,($1000 X INDEX),1.17E+04,E   ,117,F90,Combined
BLOOMBERG COMMODITY INDEX - CHICAGO BOARD OF TRADE,210706,06/07/2021,221602,CBT ,0,221,40601,3355,7875,115,27800,2326,0,1212,30171,0,7662,0,0,40144,40487,457,114,-8933,-890,-8,-3,-11940,75,0,693,-8973,0,3149,-27,0,-8991,-8936,58,3,100,8.3,19.4,0.3,68.5,5.7,0,3,74.3,0,18.9,0,0,98.9,99.7,1.1,0.3,51,.,4,.,13,4,0,5,5,0,17,0,0,39,13,58.4,87.4,80.6,97.1,58.4,87.4,80.6,96.8,($100 X INDEX),221602,CBT ,221,F90,Combined
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
